"publishedAtDate","publishAt","stars"
"2024-10-22T12:35:00.515Z","Hace 6 meses","5"
"2024-10-21T03:24:43.227Z","Hace 6 meses","5"
"2024-10-18T22:19:29.502Z","Hace 6 meses","5"
"2024-10-15T13:47:38.782Z","Hace 7 meses","5"
"2024-10-15T02:49:25.091Z","Hace 7 meses","2"
"2024-10-14T02:30:25.364Z","Hace 7 meses","5"
"2024-10-13T20:02:50.027Z","Hace 7 meses","5"
"2024-10-13T02:27:13.954Z","Hace 7 meses","2"
"2024-10-07T16:19:27.854Z","Hace 7 meses","5"
"2024-10-07T04:10:05.653Z","Hace 7 meses","5"
"2024-10-06T20:16:23.574Z","Hace 7 meses","5"
"2024-10-06T10:04:21.121Z","Hace 7 meses","5"
"2024-10-05T16:45:49.580Z","Hace 7 meses","5"
"2025-05-17T00:00:00.000000Z","registro click"
